fdc_id,food,count(*)
171478,"chicken, broilers or fryers, breast, meat only, cooked, stewed",2
171478,"chicken, broilers or fryers, breast, meat only, cooked, stewed",2
171509,"chicken, broilers or fryers, breast, skinless, boneless, meat only, with added solution, raw",3
171509,"chicken, broilers or fryers, breast, skinless, boneless, meat only, with added solution, raw",3
171509,"chicken, broilers or fryers, breast, skinless, boneless, meat only, with added solution, raw",3
174497,"chicken, broilers or fryers, dark meat, drumstick, meat and skin, cooked, braised",3
174497,"chicken, broilers or fryers, dark meat, drumstick, meat and skin, cooked, braised",3
174497,"chicken, broilers or fryers, dark meat, drumstick, meat and skin, cooked, braised",3
172852,"chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, braised",3
172852,"chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, braised",3
172852,"chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, braised",3
172376,"chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, roasted",3
172376,"chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, roasted",3
172376,"chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, roasted",3
173614,"chicken, broilers or fryers, dark meat, drumstick, meat only, raw",3
173614,"chicken, broilers or fryers, dark meat, drumstick, meat only, raw",3
173614,"chicken, broilers or fryers, dark meat, drumstick, meat only, raw",3
171063,"chicken, broilers or fryers, dark meat, meat and skin, cooked, fried, batter",2
171063,"chicken, broilers or fryers, dark meat, meat and skin, cooked, fried, batter",2
171064,"chicken, broilers or fryers, dark meat, meat and skin, cooked, fried, flour",1
171065,"chicken, broilers or fryers, dark meat, meat and skin, cooked, roasted",1
171066,"chicken, broilers or fryers, dark meat, meat and skin, cooked, stewed",1
171463,"chicken, broilers or fryers, dark meat, meat and skin, raw",2
171463,"chicken, broilers or fryers, dark meat, meat and skin, raw",2
171068,"chicken, broilers or fryers, dark meat, meat only, cooked, fried",1
171069,"chicken, broilers or fryers, dark meat, meat only, cooked, roasted",2
171069,"chicken, broilers or fryers, dark meat, meat only, cooked, roasted",2
171070,"chicken, broilers or fryers, dark meat, meat only, cooked, stewed",2
171070,"chicken, broilers or fryers, dark meat, meat only, cooked, stewed",2
171067,"chicken, broilers or fryers, dark meat, meat only, raw",1
174498,"chicken, broilers or fryers, dark meat, thigh, meat and skin, cooked, braised",3
174498,"chicken, broilers or fryers, dark meat, thigh, meat and skin, cooked, braised",3
174498,"chicken, broilers or fryers, dark meat, thigh, meat and skin, cooked, braised",3
172853,"chicken, broilers or fryers, dark meat, thigh, meat only, cooked, braised",3
172853,"chicken, broilers or fryers, dark meat, thigh, meat only, cooked, braised",3
172853,"chicken, broilers or fryers, dark meat, thigh, meat only, cooked, braised",3
173627,"chicken, broilers or fryers, dark meat, thigh, meat only, raw",2
173627,"chicken, broilers or fryers, dark meat, thigh, meat only, raw",2
172374,"chicken, broilers or fryers, drumstick, meat and skin, cooked, fried, batter",1
173611,"chicken, broilers or fryers, drumstick, meat and skin, cooked, fried, flour",1
173612,"chicken, broilers or fryers, drumstick, meat and skin, cooked, roasted",2
173612,"chicken, broilers or fryers, drumstick, meat and skin, cooked, roasted",2
173613,"chicken, broilers or fryers, drumstick, meat and skin, cooked, stewed",2
173613,"chicken, broilers or fryers, drumstick, meat and skin, cooked, stewed",2
172373,"chicken, broilers or fryers, drumstick, meat and skin, raw",3
172373,"chicken, broilers or fryers, drumstick, meat and skin, raw",3
172373,"chicken, broilers or fryers, drumstick, meat and skin, raw",3
331897,"chicken, broilers or fryers, drumstick, meat only, cooked, braised",2
331897,"chicken, broilers or fryers, drumstick, meat only, cooked, braised",2
172375,"chicken, broilers or fryers, drumstick, meat only, cooked, fried",1
172377,"chicken, broilers or fryers, drumstick, meat only, cooked, stewed",3
172377,"chicken, broilers or fryers, drumstick, meat only, cooked, stewed",3
172377,"chicken, broilers or fryers, drumstick, meat only, cooked, stewed",3
171519,"chicken, broilers or fryers, drumstick, rotisserie, original seasoning, meat only, cooked",2
171519,"chicken, broilers or fryers, drumstick, rotisserie, original seasoning, meat only, cooked",2
171058,"chicken, broilers or fryers, giblets, cooked, fried",1
171455,"chicken, broilers or fryers, giblets, cooked, simmered",2
171455,"chicken, broilers or fryers, giblets, cooked, simmered",2
171057,"chicken, broilers or fryers, giblets, raw",1
173615,"chicken, broilers or fryers, leg, meat and skin, cooked, fried, batter",1
173616,"chicken, broilers or fryers, leg, meat and skin, cooked, fried, flour",1
173617,"chicken, broilers or fryers, leg, meat and skin, cooked, roasted",5
173617,"chicken, broilers or fryers, leg, meat and skin, cooked, roasted",5
173617,"chicken, broilers or fryers, leg, meat and skin, cooked, roasted",5
173617,"chicken, broilers or fryers, leg, meat and skin, cooked, roasted",5
173617,"chicken, broilers or fryers, leg, meat and skin, cooked, roasted",5
173618,"chicken, broilers or fryers, leg, meat and skin, cooked, stewed",2
173618,"chicken, broilers or fryers, leg, meat and skin, cooked, stewed",2
172378,"chicken, broilers or fryers, leg, meat and skin, raw",5
172378,"chicken, broilers or fryers, leg, meat and skin, raw",5
172378,"chicken, broilers or fryers, leg, meat and skin, raw",5
172378,"chicken, broilers or fryers, leg, meat and skin, raw",5
172378,"chicken, broilers or fryers, leg, meat and skin, raw",5
172379,"chicken, broilers or fryers, leg, meat only, cooked, fried",1
172380,"chicken, broilers or fryers, leg, meat only, cooked, roasted",5
172380,"chicken, broilers or fryers, leg, meat only, cooked, roasted",5
172380,"chicken, broilers or fryers, leg, meat only, cooked, roasted",5
172380,"chicken, broilers or fryers, leg, meat only, cooked, roasted",5
172380,"chicken, broilers or fryers, leg, meat only, cooked, roasted",5
172381,"chicken, broilers or fryers, leg, meat only, cooked, stewed",3
172381,"chicken, broilers or fryers, leg, meat only, cooked, stewed",3
172381,"chicken, broilers or fryers, leg, meat only, cooked, stewed",3
173619,"chicken, broilers or fryers, leg, meat only, raw",5
173619,"chicken, broilers or fryers, leg, meat only, raw",5
173619,"chicken, broilers or fryers, leg, meat only, raw",5
173619,"chicken, broilers or fryers, leg, meat only, raw",5
173619,"chicken, broilers or fryers, leg, meat only, raw",5
171459,"chicken, broilers or fryers, light meat, meat and skin, cooked, fried, batter",1
171460,"chicken, broilers or fryers, light meat, meat and skin, cooked, fried, flour",1
171461,"chicken, broilers or fryers, light meat, meat and skin, cooked, roasted",1
171462,"chicken, broilers or fryers, light meat, meat and skin, cooked, stewed",1
171062,"chicken, broilers or fryers, light meat, meat and skin, raw",2
171062,"chicken, broilers or fryers, light meat, meat and skin, raw",2
171465,"chicken, broilers or fryers, light meat, meat only, cooked, fried",1
171466,"chicken, broilers or fryers, light meat, meat only, cooked, roasted",2
171466,"chicken, broilers or fryers, light meat, meat only, cooked, roasted",2
171467,"chicken, broilers or fryers, light meat, meat only, cooked, stewed",2
171467,"chicken, broilers or fryers, light meat, meat only, cooked, stewed",2
171464,"chicken, broilers or fryers, light meat, meat only, raw",1
171048,"chicken, broilers or fryers, meat and skin and giblets and neck, cooked, fried, batter",2
171048,"chicken, broilers or fryers, meat and skin and giblets and neck, cooked, fried, batter",2
171049,"chicken, broilers or fryers, meat and skin and giblets and neck, cooked, fried, flour",2
171049,"chicken, broilers or fryers, meat and skin and giblets and neck, cooked, fried, flour",2
171047,"chicken, broilers or fryers, meat and skin and giblets and neck, raw",2
171047,"chicken, broilers or fryers, meat and skin and giblets and neck, raw",2
171050,"chicken, broilers or fryers, meat and skin and giblets and neck, roasted",2
171050,"chicken, broilers or fryers, meat and skin and giblets and neck, roasted",2
171446,"chicken, broilers or fryers, meat and skin and giblets and neck, stewed",2
171446,"chicken, broilers or fryers, meat and skin and giblets and neck, stewed",2
171448,"chicken, broilers or fryers, meat and skin, cooked, fried, batter",2
171448,"chicken, broilers or fryers, meat and skin, cooked, fried, batter",2
171449,"chicken, broilers or fryers, meat and skin, cooked, fried, flour",2
171449,"chicken, broilers or fryers, meat and skin, cooked, fried, flour",2
171450,"chicken, broilers or fryers, meat and skin, cooked, roasted",3
171450,"chicken, broilers or fryers, meat and skin, cooked, roasted",3
171450,"chicken, broilers or fryers, meat and skin, cooked, roasted",3
171051,"chicken, broilers or fryers, meat and skin, cooked, stewed",2
171051,"chicken, broilers or fryers, meat and skin, cooked, stewed",2
171447,"chicken, broilers or fryers, meat and skin, raw",2
171447,"chicken, broilers or fryers, meat and skin, raw",2
171053,"chicken, broilers or fryers, meat only, cooked, fried",2
171053,"chicken, broilers or fryers, meat only, cooked, fried",2
171054,"chicken, broilers or fryers, meat only, cooked, roasted",2
171054,"chicken, broilers or fryers, meat only, cooked, roasted",2
171451,"chicken, broilers or fryers, meat only, cooked, stewed",2
171451,"chicken, broilers or fryers, meat only, cooked, stewed",2
171052,"chicken, broilers or fryers, meat only, raw",2
171052,"chicken, broilers or fryers, meat only, raw",2
173622,"chicken, broilers or fryers, neck, meat and skin, cooked simmered",1
173620,"chicken, broilers or fryers, neck, meat and skin, cooked, fried, batter",1
173621,"chicken, broilers or fryers, neck, meat and skin, cooked, fried, flour",1
172382,"chicken, broilers or fryers, neck, meat and skin, raw",1
172383,"chicken, broilers or fryers, neck, meat only, cooked, fried",1
172384,"chicken, broilers or fryers, neck, meat only, cooked, simmered",2
172384,"chicken, broilers or fryers, neck, meat only, cooked, simmered",2
173623,"chicken, broilers or fryers, neck, meat only, raw",1
171122,"chicken, broilers or fryers, rotisserie, original seasoning, back, meat and skin, cooked",2
171122,"chicken, broilers or fryers, rotisserie, original seasoning, back, meat and skin, cooked",2
171517,"chicken, broilers or fryers, rotisserie, original seasoning, back, meat only, cooked",2
171517,"chicken, broilers or fryers, rotisserie, original seasoning, back, meat only, cooked",2
171123,"chicken, broilers or fryers, rotisserie, original seasoning, breast, meat and skin, cooked",2
171123,"chicken, broilers or fryers, rotisserie, original seasoning, breast, meat and skin, cooked",2
171518,"chicken, broilers or fryers, rotisserie, original seasoning, breast, meat only, cooked",3
171518,"chicken, broilers or fryers, rotisserie, original seasoning, breast, meat only, cooked",3
171518,"chicken, broilers or fryers, rotisserie, original seasoning, breast, meat only, cooked",3
171520,"chicken, broilers or fryers, rotisserie, original seasoning, skin only, cooked",1
171522,"chicken, broilers or fryers, rotisserie, original seasoning, thigh, meat and skin, cooked",2
171522,"chicken, broilers or fryers, rotisserie, original seasoning, thigh, meat and skin, cooked",2
171120,"chicken, broilers or fryers, rotisserie, original seasoning, thigh, meat only, cooked",2
171120,"chicken, broilers or fryers, rotisserie, original seasoning, thigh, meat only, cooked",2
171523,"chicken, broilers or fryers, rotisserie, original seasoning, wing, meat and skin, cooked",2
171523,"chicken, broilers or fryers, rotisserie, original seasoning, wing, meat and skin, cooked",2
171121,"chicken, broilers or fryers, rotisserie, original seasoning, wing, meat only, cooked",2
171121,"chicken, broilers or fryers, rotisserie, original seasoning, wing, meat only, cooked",2
171468,"chicken, broilers or fryers, separable fat, raw",2
171468,"chicken, broilers or fryers, separable fat, raw",2
171453,"chicken, broilers or fryers, skin only, cooked, fried, batter",2
171453,"chicken, broilers or fryers, skin only, cooked, fried, batter",2
171454,"chicken, broilers or fryers, skin only, cooked, fried, flour",1
171055,"chicken, broilers or fryers, skin only, cooked, roasted",1
171056,"chicken, broilers or fryers, skin only, cooked, stewed",2
171056,"chicken, broilers or fryers, skin only, cooked, stewed",2
171452,"chicken, broilers or fryers, skin only, raw",2
171452,"chicken, broilers or fryers, skin only, raw",2
172386,"chicken, broilers or fryers, thigh, meat and skin, cooked, fried, batter",1
173624,"chicken, broilers or fryers, thigh, meat and skin, cooked, fried, flour",1
173625,"chicken, broilers or fryers, thigh, meat and skin, cooked, roasted",3
173625,"chicken, broilers or fryers, thigh, meat and skin, cooked, roasted",3
173625,"chicken, broilers or fryers, thigh, meat and skin, cooked, roasted",3
173626,"chicken, broilers or fryers, thigh, meat and skin, cooked, stewed",1
172385,"chicken, broilers or fryers, thigh, meat and skin, raw",2
172385,"chicken, broilers or fryers, thigh, meat and skin, raw",2
172387,"chicken, broilers or fryers, thigh, meat only, cooked, fried",2
172387,"chicken, broilers or fryers, thigh, meat only, cooked, fried",2
172388,"chicken, broilers or fryers, thigh, meat only, cooked, roasted",3
172388,"chicken, broilers or fryers, thigh, meat only, cooked, roasted",3
172388,"chicken, broilers or fryers, thigh, meat only, cooked, roasted",3
172389,"chicken, broilers or fryers, thigh, meat only, cooked, stewed",2
172389,"chicken, broilers or fryers, thigh, meat only, cooked, stewed",2
173628,"chicken, broilers or fryers, wing, meat and skin, cooked, fried, batter",1
173629,"chicken, broilers or fryers, wing, meat and skin, cooked, fried, flour",1
173630,"chicken, broilers or fryers, wing, meat and skin, cooked, roasted",2
173630,"chicken, broilers or fryers, wing, meat and skin, cooked, roasted",2
173631,"chicken, broilers or fryers, wing, meat and skin, cooked, stewed",2
173631,"chicken, broilers or fryers, wing, meat and skin, cooked, stewed",2
172390,"chicken, broilers or fryers, wing, meat and skin, raw",3
172390,"chicken, broilers or fryers, wing, meat and skin, raw",3
172390,"chicken, broilers or fryers, wing, meat and skin, raw",3
172391,"chicken, broilers or fryers, wing, meat only, cooked, fried",2
172391,"chicken, broilers or fryers, wing, meat only, cooked, fried",2
172392,"chicken, broilers or fryers, wing, meat only, cooked, roasted",1
172393,"chicken, broilers or fryers, wing, meat only, cooked, stewed",3
172393,"chicken, broilers or fryers, wing, meat only, cooked, stewed",3
172393,"chicken, broilers or fryers, wing, meat only, cooked, stewed",3
173632,"chicken, broilers or fryers, wing, meat only, raw",1
2341492,"chicken, canned, meat only",2
2341492,"chicken, canned, meat only",2
171099,"chicken, canned, meat only, with broth",1
171110,"chicken, canned, no broth",2
171110,"chicken, canned, no broth",2
174466,"chicken, capons, giblets, cooked, simmered",1
174465,"chicken, capons, giblets, raw",1
172407,"chicken, capons, meat and skin and giblets and neck, cooked, roasted",2
172407,"chicken, capons, meat and skin and giblets and neck, cooked, roasted",2
172406,"chicken, capons, meat and skin and giblets and neck, raw",2
172406,"chicken, capons, meat and skin and giblets and neck, raw",2
173646,"chicken, capons, meat and skin, cooked, roasted",2
173646,"chicken, capons, meat and skin, cooked, roasted",2
173645,"chicken, capons, meat and skin, raw",2
173645,"chicken, capons, meat and skin, raw",2
2341493,"chicken, chicken roll, roasted",3
2341493,"chicken, chicken roll, roasted",3
2341493,"chicken, chicken roll, roasted",3
171107,"chicken, cornish game hens, meat and skin, cooked, roasted",3
171107,"chicken, cornish game hens, meat and skin, cooked, roasted",3
171107,"chicken, cornish game hens, meat and skin, cooked, roasted",3
171507,"chicken, cornish game hens, meat and skin, raw",2
171507,"chicken, cornish game hens, meat and skin, raw",2
171109,"chicken, cornish game hens, meat only, cooked, roasted",3
171109,"chicken, cornish game hens, meat only, cooked, roasted",3
171109,"chicken, cornish game hens, meat only, cooked, roasted",3
171108,"chicken, cornish game hens, meat only, raw",3
171108,"chicken, cornish game hens, meat only, raw",3
171108,"chicken, cornish game hens, meat only, raw",3
174504,"chicken, dark meat, drumstick, meat and skin, with added solution, cooked, braised",3
174504,"chicken, dark meat, drumstick, meat and skin, with added solution, cooked, braised",3
174504,"chicken, dark meat, drumstick, meat and skin, with added solution, cooked, braised",3
172861,"chicken, dark meat, drumstick, meat and skin, with added solution, cooked, roasted",3
172861,"chicken, dark meat, drumstick, meat and skin, with added solution, cooked, roasted",3
172861,"chicken, dark meat, drumstick, meat and skin, with added solution, cooked, roasted",3
172860,"chicken, dark meat, drumstick, meat and skin, with added solution, raw",3
172860,"chicken, dark meat, drumstick, meat and skin, with added solution, raw",3
172860,"chicken, dark meat, drumstick, meat and skin, with added solution, raw",3
172857,"chicken, dark meat, drumstick, meat only, with added solution, cooked, braised",3
172857,"chicken, dark meat, drumstick, meat only, with added solution, cooked, braised",3
172857,"chicken, dark meat, drumstick, meat only, with added solution, cooked, braised",3
172856,"chicken, dark meat, drumstick, meat only, with added solution, cooked, roasted",3
172856,"chicken, dark meat, drumstick, meat only, with added solution, cooked, roasted",3
172856,"chicken, dark meat, drumstick, meat only, with added solution, cooked, roasted",3
174499,"chicken, dark meat, drumstick, meat only, with added solution, raw",3
174499,"chicken, dark meat, drumstick, meat only, with added solution, raw",3
174499,"chicken, dark meat, drumstick, meat only, with added solution, raw",3
172862,"chicken, dark meat, thigh, meat and skin, with added solution, cooked, braised",3
172862,"chicken, dark meat, thigh, meat and skin, with added solution, cooked, braised",3
172862,"chicken, dark meat, thigh, meat and skin, with added solution, cooked, braised",3
174505,"chicken, dark meat, thigh, meat and skin, with added solution, cooked, roasted",3
174505,"chicken, dark meat, thigh, meat and skin, with added solution, cooked, roasted",3
174505,"chicken, dark meat, thigh, meat and skin, with added solution, cooked, roasted",3
172863,"chicken, dark meat, thigh, meat and skin, with added solution, raw",3
172863,"chicken, dark meat, thigh, meat and skin, with added solution, raw",3
172863,"chicken, dark meat, thigh, meat and skin, with added solution, raw",3
172858,"chicken, dark meat, thigh, meat only, with added solution, cooked, braised",3
172858,"chicken, dark meat, thigh, meat only, with added solution, cooked, braised",3
172858,"chicken, dark meat, thigh, meat only, with added solution, cooked, braised",3
174500,"chicken, dark meat, thigh, meat only, with added solution, cooked, roasted",3
174500,"chicken, dark meat, thigh, meat only, with added solution, cooked, roasted",3
174500,"chicken, dark meat, thigh, meat only, with added solution, cooked, roasted",3
172859,"chicken, dark meat, thigh, meat only, with added solution, raw",3
172859,"chicken, dark meat, thigh, meat only, with added solution, raw",3
172859,"chicken, dark meat, thigh, meat only, with added solution, raw",3
171119,"chicken, feet, boiled",2
171119,"chicken, feet, boiled",2
2345802,"chicken, for use with vegetables",1
2342553,"chicken, fried, with potatoes, vegetable, dessert, frozen meal, large meat portion",2
2342553,"chicken, fried, with potatoes, vegetable, dessert, frozen meal, large meat portion",2
2342551,"chicken, fried, with potatoes, vegetable, frozen meal",1
171457,"chicken, gizzard, all classes, cooked, simmered",1
171456,"chicken, gizzard, all classes, raw",2
171456,"chicken, gizzard, all classes, raw",2
2341497,"chicken, ground",3
2341497,"chicken, ground",3
2341497,"chicken, ground",3
171117,"chicken, ground, crumbles, cooked, pan browned",1
171116,"chicken, ground, raw",1
171059,"chicken, heart, all classes, cooked, simmered",1
171458,"chicken, heart, all classes, raw",1
174491,"chicken, liver, all classes, cooked, pan fried",2
174491,"chicken, liver, all classes, cooked, pan fried",2
171061,"chicken, liver, all classes, cooked, simmered",2
171061,"chicken, liver, all classes, cooked, simmered",2
171060,"chicken, liver, all classes, raw",2
171060,"chicken, liver, all classes, raw",2
169886,"chicken, meatless",1
2342944,"chicken, meatless, breaded, fried",4
2342944,"chicken, meatless, breaded, fried",4
2342944,"chicken, meatless, breaded, fried",4
167719,"chicken, meatless, breaded, fried",3
167719,"chicken, meatless, breaded, fried",3
167719,"chicken, meatless, breaded, fried",3
2342944,"chicken, meatless, breaded, fried",4
2342943,"chicken, meatless, nfs",1
2341488,"chicken, neck or ribs",1
2341335,"chicken, ns as to part and cooking method, ns as to skin eaten",4
2341335,"chicken, ns as to part and cooking method, ns as to skin eaten",4
2341335,"chicken, ns as to part and cooking method, ns as to skin eaten",4
2341335,"chicken, ns as to part and cooking method, ns as to skin eaten",4
2341336,"chicken, ns as to part and cooking method, skin eaten",4
2341336,"chicken, ns as to part and cooking method, skin eaten",4
2341336,"chicken, ns as to part and cooking method, skin eaten",4
2341336,"chicken, ns as to part and cooking method, skin eaten",4
2341337,"chicken, ns as to part and cooking method, skin not eaten",4
2341337,"chicken, ns as to part and cooking method, skin not eaten",4
2341337,"chicken, ns as to part and cooking method, skin not eaten",4
2341337,"chicken, ns as to part and cooking method, skin not eaten",4
2341338,"chicken, ns as to part, baked, broiled, or roasted, ns as to skin eaten",5
2341338,"chicken, ns as to part, baked, broiled, or roasted, ns as to skin eaten",5
2341338,"chicken, ns as to part, baked, broiled, or roasted, ns as to skin eaten",5
2341338,"chicken, ns as to part, baked, broiled, or roasted, ns as to skin eaten",5
2341338,"chicken, ns as to part, baked, broiled, or roasted, ns as to skin eaten",5
2341339,"chicken, ns as to part, baked, broiled, or roasted, skin eaten",5
2341339,"chicken, ns as to part, baked, broiled, or roasted, skin eaten",5
2341339,"chicken, ns as to part, baked, broiled, or roasted, skin eaten",5
2341339,"chicken, ns as to part, baked, broiled, or roasted, skin eaten",5
2341339,"chicken, ns as to part, baked, broiled, or roasted, skin eaten",5
2341340,"chicken, ns as to part, baked, broiled, or roasted, skin not eaten",5
2341340,"chicken, ns as to part, baked, broiled, or roasted, skin not eaten",5
2341340,"chicken, ns as to part, baked, broiled, or roasted, skin not eaten",5
2341340,"chicken, ns as to part, baked, broiled, or roasted, skin not eaten",5
2341340,"chicken, ns as to part, baked, broiled, or roasted, skin not eaten",5
2341357,"chicken, ns as to part, baked, coated, skin / coating eaten",5
2341357,"chicken, ns as to part, baked, coated, skin / coating eaten",5
2341357,"chicken, ns as to part, baked, coated, skin / coating eaten",5
2341357,"chicken, ns as to part, baked, coated, skin / coating eaten",5
2341357,"chicken, ns as to part, baked, coated, skin / coating eaten",5
2341358,"chicken, ns as to part, baked, coated, skin / coating not eaten",4
2341358,"chicken, ns as to part, baked, coated, skin / coating not eaten",4
2341358,"chicken, ns as to part, baked, coated, skin / coating not eaten",4
2341358,"chicken, ns as to part, baked, coated, skin / coating not eaten",4
2341355,"chicken, ns as to part, fried, coated, skin / coating eaten",5
2341355,"chicken, ns as to part, fried, coated, skin / coating eaten",5
2341355,"chicken, ns as to part, fried, coated, skin / coating eaten",5
2341355,"chicken, ns as to part, fried, coated, skin / coating eaten",5
2341355,"chicken, ns as to part, fried, coated, skin / coating eaten",5
2341356,"chicken, ns as to part, fried, coated, skin / coating not eaten",4
2341356,"chicken, ns as to part, fried, coated, skin / coating not eaten",4
2341356,"chicken, ns as to part, fried, coated, skin / coating not eaten",4
2341356,"chicken, ns as to part, fried, coated, skin / coating not eaten",4
2341350,"chicken, ns as to part, grilled with sauce, ns as to skin eaten",4
2341350,"chicken, ns as to part, grilled with sauce, ns as to skin eaten",4
2341350,"chicken, ns as to part, grilled with sauce, ns as to skin eaten",4
2341350,"chicken, ns as to part, grilled with sauce, ns as to skin eaten",4
2341351,"chicken, ns as to part, grilled with sauce, skin eaten",4
2341351,"chicken, ns as to part, grilled with sauce, skin eaten",4
2341351,"chicken, ns as to part, grilled with sauce, skin eaten",4
2341351,"chicken, ns as to part, grilled with sauce, skin eaten",4
2341352,"chicken, ns as to part, grilled with sauce, skin not eaten",4
2341352,"chicken, ns as to part, grilled with sauce, skin not eaten",4
2341352,"chicken, ns as to part, grilled with sauce, skin not eaten",4
2341352,"chicken, ns as to part, grilled with sauce, skin not eaten",4
2341347,"chicken, ns as to part, grilled without sauce, ns as to skin eaten",4
2341347,"chicken, ns as to part, grilled without sauce, ns as to skin eaten",4
2341347,"chicken, ns as to part, grilled without sauce, ns as to skin eaten",4
2341347,"chicken, ns as to part, grilled without sauce, ns as to skin eaten",4
2341348,"chicken, ns as to part, grilled without sauce, skin eaten",4
2341348,"chicken, ns as to part, grilled without sauce, skin eaten",4
2341348,"chicken, ns as to part, grilled without sauce, skin eaten",4
2341348,"chicken, ns as to part, grilled without sauce, skin eaten",4
2341349,"chicken, ns as to part, grilled without sauce, skin not eaten",4
2341349,"chicken, ns as to part, grilled without sauce, skin not eaten",4
2341349,"chicken, ns as to part, grilled without sauce, skin not eaten",4
2341349,"chicken, ns as to part, grilled without sauce, skin not eaten",4
2341341,"chicken, ns as to part, rotisserie, ns as to skin eaten",5
2341341,"chicken, ns as to part, rotisserie, ns as to skin eaten",5
2341341,"chicken, ns as to part, rotisserie, ns as to skin eaten",5
2341341,"chicken, ns as to part, rotisserie, ns as to skin eaten",5
2341341,"chicken, ns as to part, rotisserie, ns as to skin eaten",5
2341342,"chicken, ns as to part, rotisserie, skin eaten",5
2341342,"chicken, ns as to part, rotisserie, skin eaten",5
2341342,"chicken, ns as to part, rotisserie, skin eaten",5
2341342,"chicken, ns as to part, rotisserie, skin eaten",5
2341342,"chicken, ns as to part, rotisserie, skin eaten",5
2341343,"chicken, ns as to part, rotisserie, skin not eaten",5
2341343,"chicken, ns as to part, rotisserie, skin not eaten",5
2341343,"chicken, ns as to part, rotisserie, skin not eaten",5
2341343,"chicken, ns as to part, rotisserie, skin not eaten",5
2341343,"chicken, ns as to part, rotisserie, skin not eaten",5
2341353,"chicken, ns as to part, sauteed, skin eaten",4
2341353,"chicken, ns as to part, sauteed, skin eaten",4
2341353,"chicken, ns as to part, sauteed, skin eaten",4
2341353,"chicken, ns as to part, sauteed, skin eaten",4
2341354,"chicken, ns as to part, sauteed, skin not eaten",4
2341354,"chicken, ns as to part, sauteed, skin not eaten",4
2341354,"chicken, ns as to part, sauteed, skin not eaten",4
2341354,"chicken, ns as to part, sauteed, skin not eaten",4
2341344,"chicken, ns as to part, stewed, ns as to skin eaten",4
2341344,"chicken, ns as to part, stewed, ns as to skin eaten",4
2341344,"chicken, ns as to part, stewed, ns as to skin eaten",4
2341344,"chicken, ns as to part, stewed, ns as to skin eaten",4
2341345,"chicken, ns as to part, stewed, skin eaten",4
2341345,"chicken, ns as to part, stewed, skin eaten",4
2341345,"chicken, ns as to part, stewed, skin eaten",4
2341345,"chicken, ns as to part, stewed, skin eaten",4
2341346,"chicken, ns as to part, stewed, skin not eaten",4
2341346,"chicken, ns as to part, stewed, skin not eaten",4
2341346,"chicken, ns as to part, stewed, skin not eaten",4
2341346,"chicken, ns as to part, stewed, skin not eaten",4
172111,"chicken, nuggets, dark and white meat, precooked, frozen, not reheated",2
172111,"chicken, nuggets, dark and white meat, precooked, frozen, not reheated",2
172112,"chicken, nuggets, white meat, precooked, frozen, not reheated",2
172112,"chicken, nuggets, white meat, precooked, frozen, not reheated",2
2341623,"chicken, prepackaged or deli, luncheon meat",4
2341623,"chicken, prepackaged or deli, luncheon meat",4
2341623,"chicken, prepackaged or deli, luncheon meat",4
2341623,"chicken, prepackaged or deli, luncheon meat",4
2341624,"chicken, prepackaged or deli, luncheon meat, reduced sodium",4
2341624,"chicken, prepackaged or deli, luncheon meat, reduced sodium",4
2341624,"chicken, prepackaged or deli, luncheon meat, reduced sodium",4
2341624,"chicken, prepackaged or deli, luncheon meat, reduced sodium",4
173639,"chicken, roasting, dark meat, meat only, cooked, roasted",1
173638,"chicken, roasting, dark meat, meat only, raw",1
172397,"chicken, roasting, giblets, cooked, simmered",1
172396,"chicken, roasting, giblets, raw",1
173637,"chicken, roasting, light meat, meat only, cooked, roasted",1
172398,"chicken, roasting, light meat, meat only, raw",1
173633,"chicken, roasting, meat and skin and giblets and neck, cooked, roasted",2
173633,"chicken, roasting, meat and skin and giblets and neck, cooked, roasted",2
172394,"chicken, roasting, meat and skin and giblets and neck, raw",2
172394,"chicken, roasting, meat and skin and giblets and neck, raw",2
173635,"chicken, roasting, meat and skin, cooked, roasted",2
173635,"chicken, roasting, meat and skin, cooked, roasted",2
172395,"chicken, roasting, meat only, cooked, roasted",1
173636,"chicken, roasting, meat only, raw",2
173636,"chicken, roasting, meat only, raw",2
172854,"chicken, skin drumsticks and thighs, cooked, braised",2
172854,"chicken, skin drumsticks and thighs, cooked, braised",2
174496,"chicken, skin drumsticks and thighs, cooked, roasted",2
174496,"chicken, skin drumsticks and thighs, cooked, roasted",2
172855,"chicken, skin drumsticks and thighs, raw",2
172855,"chicken, skin drumsticks and thighs, raw",2
174501,"chicken, skin drumsticks and thighs, with added solution, cooked, braised",1
174503,"chicken, skin drumsticks and thighs, with added solution, cooked, roasted",1
174502,"chicken, skin drumsticks and thighs, with added solution, raw",1
172405,"chicken, stewing, dark meat, meat only, cooked, stewed",1
172404,"chicken, stewing, dark meat, meat only, raw",1
173642,"chicken, stewing, giblets, cooked, simmered",1
173641,"chicken, stewing, giblets, raw",1
173644,"chicken, stewing, light meat, meat only, cooked, stewed",1
